accX,accY,accZ
14.902,-7.843,-5.333
-5.647,4.235,-45.647
-12.706,-4.078,-33.412
-12.706,-43.765,43.451
1.569,-34.196,15.686
8.941,-22.275,-1.569
-0.941,-9.412,-7.843
2.196,-9.098,-1.098
-0.941,-7.373,-1.255
-1.725,-2.353,-5.49
1.725,-0.471,-5.804
16,-8.784,-1.255
15.373,-15.216,0.941
0.627,-12.549,-1.098
1.569,-10.196,-2.039
3.922,-11.765,-0.314
2.196,-11.765,-0.314
1.569,-9.882,-0.314
-0.471,-6.745,1.569
-1.255,-6.902,1.882
-2.039,-8.157,-3.294
0.627,-9.725,-3.765
2.353,-10.039,-2.667
2.667,-9.255,-1.882
2.824,-8,-2.039
2.98,-8.314,-2.51
3.765,-9.098,-3.137
2.824,-8.627,-2.196
2.353,-8.784,-2.196
1.412,-9.098,-1.882
1.098,-9.412,-2.039
1.255,-10.039,-1.882
1.569,-9.882,-2.196
2.039,-9.255,-2.353
2.196,-9.725,-2.824
1.725,-9.882,-2.667
1.412,-9.725,-2.824
1.412,-9.725,-2.51
1.725,-9.882,-2.667
1.725,-9.569,-2.667
1.255,-9.882,-2.51
1.412,-10.039,-2.51
1.098,-9.725,-2.353
